"id","codi_estacio","codi_variable","data_lectura","data_extrem","valor_lectura","codi_estat","codi_base"
"VH403003150930","VH","40","2015-03-30T09:30:00.000","2015-03-30T09:34:00.000","18.6","V","SH"
"VH423003150930","VH","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","18.2","V","SH"
"VH333003150930","VH","33","2015-03-30T09:30:00.000",,"31","V","SH"
"VH443003150930","VH","44","2015-03-30T09:30:00.000","2015-03-30T09:40:00.000","30","V","SH"
"VH033003150930","VH","3","2015-03-30T09:30:00.000","2015-03-30T09:55:00.000","32","V","SH"
"VH363003150930","VH","36","2015-03-30T09:30:00.000",,"509","V","SH"
"VH473003150930","VH","47","2015-03-30T09:30:00.000",,"283","V","SH"
"VH563003150930","VH","56","2015-03-30T09:30:00.000","2015-03-30T09:34:00.000","12","V","SH"
"VH573003150930","VH","57","2015-03-30T09:30:00.000",,"277","V","SH"
"VH353003150930","VH","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VH723003150930","VH","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VH463003150930","VH","46","2015-03-30T09:30:00.000",,"6.9","V","SH"
"VK323003150930","VK","32","2015-03-30T09:30:00.000",,"17.4","V","SH"
"VK423003150930","VK","42","2015-03-30T09:30:00.000","2015-03-30T09:33:00.000","17.2","V","SH"
"VK443003150930","VK","44","2015-03-30T09:30:00.000","2015-03-30T09:51:00.000","36","V","SH"
"VK033003150930","VK","3","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","40","V","SH"
"VK303003150930","VK","30","2015-03-30T09:30:00.000",,"10","V","SH"
"VK313003150930","VK","31","2015-03-30T09:30:00.000",,"289","V","SH"
"VK503003150930","VK","50","2015-03-30T09:30:00.000","2015-03-30T09:55:00.000","15.7","V","SH"
"VK513003150930","VK","51","2015-03-30T09:30:00.000",,"281","V","SH"
"VK353003150930","VK","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VK723003150930","VK","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VK363003150930","VK","36","2015-03-30T09:30:00.000",,"495","V","SH"
"VK343003150930","VK","34","2015-03-30T09:30:00.000",,"987.1","V","SH"
"VK013003150930","VK","1","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","987.4","V","SH"
"VK023003150930","VK","2","2015-03-30T09:30:00.000","2015-03-30T09:54:00.000","986.9","V","SH"
"VK403003150930","VK","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","17.8","V","SH"
"VK333003150930","VK","33","2015-03-30T09:30:00.000",,"38","V","SH"
"VM463003150930","VM","46","2015-03-30T09:30:00.000",,"6.5","V","SH"
"VM473003150930","VM","47","2015-03-30T09:30:00.000",,"307","V","SH"
"VM563003150930","VM","56","2015-03-30T09:30:00.000","2015-03-30T09:39:00.000","11.7","V","SH"
"VM573003150930","VM","57","2015-03-30T09:30:00.000",,"299","V","SH"
"VM353003150930","VM","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VM723003150930","VM","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VM443003150930","VM","44","2015-03-30T09:30:00.000","2015-03-30T09:58:00.000","29","V","SH"
"VM033003150930","VM","3","2015-03-30T09:30:00.000","2015-03-30T09:33:00.000","33","V","SH"
"VM323003150930","VM","32","2015-03-30T09:30:00.000",,"19.1","V","SH"
"VM403003150930","VM","40","2015-03-30T09:30:00.000","2015-03-30T09:58:00.000","19.9","V","SH"
"VM423003150930","VM","42","2015-03-30T09:30:00.000","2015-03-30T09:31:00.000","18.4","V","SH"
"VM333003150930","VM","33","2015-03-30T09:30:00.000",,"31","V","SH"
"VM363003150930","VM","36","2015-03-30T09:30:00.000",,"664","V","SH"
"VN333003150930","VN","33","2015-03-30T09:30:00.000",,"81","V","SH"
"VN443003150930","VN","44","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","78","V","SH"
"VN033003150930","VN","3","2015-03-30T09:30:00.000","2015-03-30T09:33:00.000","85","V","SH"
"VN403003150930","VN","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","15.8","V","SH"
"VN723003150930","VN","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VN423003150930","VN","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","14.6","V","SH"
"VN323003150930","VN","32","2015-03-30T09:30:00.000",,"15.2","V","SH"
"VN353003150930","VN","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VO333003150930","VO","33","2015-03-30T09:30:00.000",,"60","V","SH"
"VO443003150930","VO","44","2015-03-30T09:30:00.000","2015-03-30T09:58:00.000","57","V","SH"
"VO033003150930","VO","3","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","64","V","SH"
"VO463003150930","VO","46","2015-03-30T09:30:00.000",,"1.3","V","SH"
"VO473003150930","VO","47","2015-03-30T09:30:00.000",,"179","V","SH"
"VO723003150930","VO","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VO423003150930","VO","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","11.3","V","SH"
"VO563003150930","VO","56","2015-03-30T09:30:00.000","2015-03-30T09:36:00.000","3.3","V","SH"
"VO573003150930","VO","57","2015-03-30T09:30:00.000",,"177","V","SH"
"VO353003150930","VO","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VO323003150930","VO","32","2015-03-30T09:30:00.000",,"11.9","V","SH"
"VO403003150930","VO","40","2015-03-30T09:30:00.000","2015-03-30T09:57:00.000","12.2","V","SH"
"VO363003150930","VO","36","2015-03-30T09:30:00.000",,"427","V","SH"
"VP543003150930","VP","54","2015-03-30T09:30:00.000",,"250","V","SH"
"VP353003150930","VP","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VP723003150930","VP","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VP363003150930","VP","36","2015-03-30T09:30:00.000",,"515","V","SH"
"VP493003150930","VP","49","2015-03-30T09:30:00.000",,"259","V","SH"
"VP533003150930","VP","53","2015-03-30T09:30:00.000","2015-03-30T09:50:00.000","8.6","V","SH"
"VP323003150930","VP","32","2015-03-30T09:30:00.000",,"13.4","V","SH"
"VP403003150930","VP","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","13.9","V","SH"
"VP423003150930","VP","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","13","V","SH"
"VP333003150930","VP","33","2015-03-30T09:30:00.000",,"53","V","SH"
"VP443003150930","VP","44","2015-03-30T09:30:00.000","2015-03-30T09:52:00.000","49","V","SH"
"VP033003150930","VP","3","2015-03-30T09:30:00.000","2015-03-30T09:39:00.000","56","V","SH"
"VP483003150930","VP","48","2015-03-30T09:30:00.000",,"5.1","V","SH"
"VQ313003150930","VQ","31","2015-03-30T09:30:00.000",,"300","V","SH"
"VQ403003150930","VQ","40","2015-03-30T09:30:00.000","2015-03-30T09:55:00.000","20.8","V","SH"
"VQ513003150930","VQ","51","2015-03-30T09:30:00.000",,"298","V","SH"
"VQ353003150930","VQ","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VQ723003150930","VQ","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VQ363003150930","VQ","36","2015-03-30T09:30:00.000",,"377","V","SH"
"VQ593003150930","VQ","59","2015-03-30T09:30:00.000",,"185","V","SH"
"VQ343003150930","VQ","34","2015-03-30T09:30:00.000",,"1006.5","V","SH"
"VQ013003150930","VQ","1","2015-03-30T09:30:00.000","2015-03-30T09:35:00.000","1006.7","V","SH"
"VQ023003150930","VQ","2","2015-03-30T09:30:00.000","2015-03-30T09:52:00.000","1006.3","V","SH"
"VQ423003150930","VQ","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","19.7","V","SH"
"VQ333003150930","VQ","33","2015-03-30T09:30:00.000",,"32","V","SH"
"VQ443003150930","VQ","44","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","29","V","SH"
"VQ033003150930","VQ","3","2015-03-30T09:30:00.000","2015-03-30T09:31:00.000","36","V","SH"
"VQ303003150930","VQ","30","2015-03-30T09:30:00.000",,"2.4","V","SH"
"VQ323003150930","VQ","32","2015-03-30T09:30:00.000",,"20.2","V","SH"
"VQ503003150930","VQ","50","2015-03-30T09:30:00.000","2015-03-30T09:34:00.000","8","V","SH"
"VS313003150930","VS","31","2015-03-30T09:30:00.000",,"163","V","SH"
"VS303003150930","VS","30","2015-03-30T09:30:00.000",,"4.9","V","SH"
"VS513003150930","VS","51","2015-03-30T09:30:00.000",,"53","V","SH"
"VS363003150930","VS","36","2015-03-30T09:30:00.000",,"187","V","SH"
"VS593003150930","VS","59","2015-03-30T09:30:00.000",,"17","V","SH"
"VS343003150930","VS","34","2015-03-30T09:30:00.000",,"781.6","V","SH"
"VS013003150930","VS","1","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","782.1","V","SH"
"VS023003150930","VS","2","2015-03-30T09:30:00.000","2015-03-30T09:51:00.000","781.1","V","SH"
"VS383003150930","VS","38","2015-03-30T09:30:00.000",,"1552","V","SH"
"VS353003150930","VS","35","2015-03-30T09:30:00.000",,"0.7","V","SH"
"VS323003150930","VS","32","2015-03-30T09:30:00.000",,"1.4","V","SH"
"VS403003150930","VS","40","2015-03-30T09:30:00.000","2015-03-30T09:50:00.000","1.7","V","SH"
"VS423003150930","VS","42","2015-03-30T09:30:00.000","2015-03-30T09:40:00.000","1.2","V","SH"
"VS333003150930","VS","33","2015-03-30T09:30:00.000",,"100","V","SH"
"VS443003150930","VS","44","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","100","V","SH"
"VS033003150930","VS","3","2015-03-30T09:30:00.000","2015-03-30T09:33:00.000","100","V","SH"
"VS503003150930","VS","50","2015-03-30T09:30:00.000","2015-03-30T09:41:00.000","14.8","V","SH"
"VU563003150930","VU","56","2015-03-30T09:30:00.000","2015-03-30T09:35:00.000","1.6","V","SH"
"VU323003150930","VU","32","2015-03-30T09:30:00.000",,"15.2","V","SH"
"VU403003150930","VU","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","15.9","V","SH"
"VU423003150930","VU","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","14.7","V","SH"
"VU333003150930","VU","33","2015-03-30T09:30:00.000",,"50","V","SH"
"VU443003150930","VU","44","2015-03-30T09:30:00.000","2015-03-30T09:55:00.000","48","V","SH"
"VU473003150930","VU","47","2015-03-30T09:30:00.000",,"47","V","SH"
"VU573003150930","VU","57","2015-03-30T09:30:00.000",,"63","V","SH"
"VU353003150930","VU","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VU723003150930","VU","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VU363003150930","VU","36","2015-03-30T09:30:00.000",,"356","V","SH"
"VU463003150930","VU","46","2015-03-30T09:30:00.000",,"0.3","V","SH"
"VU033003150930","VU","3","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","52","V","SH"
"VV503003150930","VV","50","2015-03-30T09:30:00.000","2015-03-30T09:55:00.000","5.5","V","SH"
"VV513003150930","VV","51","2015-03-30T09:30:00.000",,"172","V","SH"
"VV353003150930","VV","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VV723003150930","VV","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VV323003150930","VV","32","2015-03-30T09:30:00.000",,"13.4","V","SH"
"VV313003150930","VV","31","2015-03-30T09:30:00.000",,"188","V","SH"
"VV423003150930","VV","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","13.2","V","SH"
"VV333003150930","VV","33","2015-03-30T09:30:00.000",,"55","V","SH"
"VV443003150930","VV","44","2015-03-30T09:30:00.000","2015-03-30T09:53:00.000","52","V","SH"
"VV033003150930","VV","3","2015-03-30T09:30:00.000","2015-03-30T09:37:00.000","56","V","SH"
"VV303003150930","VV","30","2015-03-30T09:30:00.000",,"2.4","V","SH"
"VV403003150930","VV","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","13.8","V","SH"
"VX333003150930","VX","33","2015-03-30T09:30:00.000",,"43","V","SH"
"VX443003150930","VX","44","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","40","V","SH"
"VX033003150930","VX","3","2015-03-30T09:30:00.000","2015-03-30T09:40:00.000","46","V","SH"
"VX323003150930","VX","32","2015-03-30T09:30:00.000",,"12.9","V","SH"
"VX403003150930","VX","40","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","13.4","V","SH"
"VX423003150930","VX","42","2015-03-30T09:30:00.000","2015-03-30T09:40:00.000","12.4","V","SH"
"VX723003150930","VX","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VX353003150930","VX","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VY423003150930","VY","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","18.5","V","SH"
"VY033003150930","VY","3","2015-03-30T09:30:00.000","2015-03-30T09:33:00.000","28","V","SH"
"VY353003150930","VY","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VY403003150930","VY","40","2015-03-30T09:30:00.000","2015-03-30T09:53:00.000","19.6","V","SH"
"VY333003150930","VY","33","2015-03-30T09:30:00.000",,"27","V","SH"
"VY443003150930","VY","44","2015-03-30T09:30:00.000","2015-03-30T09:56:00.000","26","V","SH"
"VY323003150930","VY","32","2015-03-30T09:30:00.000",,"19","V","SH"
"VY723003150930","VY","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VZ423003150930","VZ","42","2015-03-30T09:30:00.000","2015-03-30T09:33:00.000","16.8","V","SH"
"VZ333003150930","VZ","33","2015-03-30T09:30:00.000",,"68","V","SH"
"VZ443003150930","VZ","44","2015-03-30T09:30:00.000","2015-03-30T09:57:00.000","62","V","SH"
"VZ723003150930","VZ","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"VZ353003150930","VZ","35","2015-03-30T09:30:00.000",,"0","V","SH"
"VZ323003150930","VZ","32","2015-03-30T09:30:00.000",,"17.1","V","SH"
"VZ403003150930","VZ","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","17.5","V","SH"
"VZ033003150930","VZ","3","2015-03-30T09:30:00.000","2015-03-30T09:48:00.000","73","V","SH"
"V1403003150930","V1","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","18.9","V","SH"
"V1423003150930","V1","42","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","17.6","V","SH"
"V1323003150930","V1","32","2015-03-30T09:30:00.000",,"18.2","V","SH"
"V1333003150930","V1","33","2015-03-30T09:30:00.000",,"36","V","SH"
"V1443003150930","V1","44","2015-03-30T09:30:00.000","2015-03-30T09:56:00.000","33","V","SH"
"V1593003150930","V1","59","2015-03-30T09:30:00.000",,"215","V","SH"
"V1363003150930","V1","36","2015-03-30T09:30:00.000",,"417","V","SH"
"V1463003150930","V1","46","2015-03-30T09:30:00.000",,"4.3","V","SH"
"V1473003150930","V1","47","2015-03-30T09:30:00.000",,"275","V","SH"
"V1563003150930","V1","56","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","7.9","V","SH"
"V1573003150930","V1","57","2015-03-30T09:30:00.000",,"288","V","SH"
"V1353003150930","V1","35","2015-03-30T09:30:00.000",,"0","V","SH"
"V1723003150930","V1","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"V1033003150930","V1","3","2015-03-30T09:30:00.000","2015-03-30T09:31:00.000","40","V","SH"
"V3723003150930","V3","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"V3363003150930","V3","36","2015-03-30T09:30:00.000",,"322","V","SH"
"V3323003150930","V3","32","2015-03-30T09:30:00.000",,"11.4","V","SH"
"V3403003150930","V3","40","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","11.9","V","SH"
"V3423003150930","V3","42","2015-03-30T09:30:00.000","2015-03-30T09:31:00.000","10.8","V","SH"
"V3333003150930","V3","33","2015-03-30T09:30:00.000",,"77","V","SH"
"V3353003150930","V3","35","2015-03-30T09:30:00.000",,"0","V","SH"
"V3033003150930","V3","3","2015-03-30T09:30:00.000","2015-03-30T09:39:00.000","80","V","SH"
"V3463003150930","V3","46","2015-03-30T09:30:00.000",,"0.6","V","SH"
"V3473003150930","V3","47","2015-03-30T09:30:00.000",,"55","V","SH"
"V3563003150930","V3","56","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","1.8","V","SH"
"V3573003150930","V3","57","2015-03-30T09:30:00.000",,"56","V","SH"
"V3443003150930","V3","44","2015-03-30T09:30:00.000","2015-03-30T09:48:00.000","76","V","SH"
"V4353003150930","V4","35","2015-03-30T09:30:00.000",,"0","V","SH"
"V4723003150930","V4","72","2015-03-30T09:30:00.000","2015-03-30T09:30:00.000","0","V","SH"
"V4443003150930","V4","44","2015-03-30T09:30:00.000","2015-03-30T09:59:00.000","62","V","SH"
"V4333003150930","V4","33","2015-03-30T09:30:00.000",,"68","V","SH"
